organism,orgId,carbon_source,media_filename,biomass_flux,status,prediction,missing_compounds,num_missing
Pseudomonas fluorescens FW300-N1B4,pseudo1_N1B4,L-Serine,L-Serine.json,0.4221356483780717,optimal,1,cpd10515,1
Pseudomonas fluorescens FW300-N1B4,pseudo1_N1B4,L-Sorbose,L-Sorbose.json,1.337170487177456e-16,optimal,0,"cpd10515,cpd00212",2
Pseudomonas fluorescens FW300-N1B4,pseudo1_N1B4,L-Threonine,L-Threonine.json,0.0,optimal,0,cpd10515,1
Pseudomonas fluorescens FW300-N1B4,pseudo1_N1B4,L-Tryptophan,L-Tryptophan.json,0.0,optimal,0,cpd10515,1
Pseudomonas fluorescens FW300-N1B4,pseudo1_N1B4,L-Valine,L-Valine.json,0.0,optimal,0,cpd10515,1
Pseudomonas fluorescens FW300-N1B4,pseudo1_N1B4,L-tyrosine disodium salt,L-tyrosine_disodium_salt.json,1.2664069451342879,optimal,1,cpd10515,1
Pseudomonas fluorescens FW300-N1B4,pseudo1_N1B4,Lacto-N-tetraose,Lacto-N-tetraose.json,-2.035689209505501e-15,optimal,0,"cpd10515,cpd03807",2
Pseudomonas fluorescens FW300-N1B4,pseudo1_N1B4,Lactulose,Lactulose.json,-7.0806633055300644e-15,optimal,0,"cpd10515,cpd04349",2
Pseudomonas fluorescens FW300-N1B4,pseudo1_N1B4,Lauric acid,Lauric_acid.json,-7.0806633055300644e-15,optimal,0,"cpd10515,cpd01741",2
Pseudomonas fluorescens FW300-N1B4,pseudo1_N1B4,Levulinic Acid,Levulinic_Acid.json,-7.0806633055300644e-15,optimal,0,"cpd10515,cpd00219",2
Pseudomonas fluorescens FW300-N1B4,pseudo1_N1B4,Malonic acid,Malonic_acid.json,0.4221356483780851,optimal,1,cpd10515,1
Pseudomonas fluorescens FW300-N1B4,pseudo1_N1B4,Melibiose,Melibiose.json,-4.824545094204269e-16,optimal,0,"cpd10515,cpd03198",2
Pseudomonas fluorescens FW300-N1B4,pseudo1_N1B4,Myristic acid,Myristic_acid.json,-1.9205943377324212e-15,optimal,0,cpd10515,1
Pseudomonas fluorescens FW300-N1B4,pseudo1_N1B4,N-Acetyl-D-Glucosamine,N-Acetyl-D-Glucosamine.json,-1.9205943377324212e-15,optimal,0,"cpd10515,cpd00122",2
Pseudomonas fluorescens FW300-N1B4,pseudo1_N1B4,Nonanoic acid,Nonanoic_acid.json,-1.9205943377324212e-15,optimal,0,"cpd10515,cpd01126",2
Pseudomonas fluorescens FW300-N1B4,pseudo1_N1B4,Octanoic acid,Octanoic_acid.json,-1.9205943377324212e-15,optimal,0,"cpd10515,cpd03846",2
Pseudomonas fluorescens FW300-N1B4,pseudo1_N1B4,Oleic acid,Oleic_acid.json,-1.9205943377324212e-15,optimal,0,"cpd10515,cpd00536",2
Pseudomonas fluorescens FW300-N1B4,pseudo1_N1B4,Phenylacetic acid,Phenylacetic_acid.json,-1.9205943377324212e-15,optimal,0,"cpd10515,cpd00430",2
Pseudomonas fluorescens FW300-N1B4,pseudo1_N1B4,Pimelic acid,Pimelic_acid.json,-1.9205943377324212e-15,optimal,0,"cpd10515,cpd01727",2
Pseudomonas fluorescens FW300-N1B4,pseudo1_N1B4,Potassium acetate,Potassium_acetate.json,0.2814237655853913,optimal,1,cpd10515,1
Pseudomonas fluorescens FW300-N1B4,pseudo1_N1B4,Protocatechuic Acid,Protocatechuic_Acid.json,-1.9119150356020283e-16,optimal,0,"cpd10515,cpd00197",2
Pseudomonas fluorescens FW300-N1B4,pseudo1_N1B4,Putrescine Dihydrochloride,Putrescine_Dihydrochloride.json,-3.0455466482180127e-15,optimal,0,cpd10515,1
Pseudomonas fluorescens FW300-N1B4,pseudo1_N1B4,Sebacic acid,Sebacic_acid.json,-8.040301290052893e-16,optimal,0,"cpd10515,cpd05192",2
Pseudomonas fluorescens FW300-N1B4,pseudo1_N1B4,Shikimic Acid,Shikimic_Acid.json,-8.040301290052893e-16,optimal,0,"cpd10515,cpd00383",2
Pseudomonas fluorescens FW300-N1B4,pseudo1_N1B4,"Sodium D,L-Lactate",Sodium_DL-Lactate.json,-8.040301290052893e-16,optimal,0,cpd10515,1
Pseudomonas fluorescens FW300-N1B4,pseudo1_N1B4,Sodium D-Lactate,Sodium_D-Lactate.json,0.4221356483781738,optimal,1,cpd10515,1
Pseudomonas fluorescens FW300-N1B4,pseudo1_N1B4,Sodium Formate,Sodium_Formate.json,0.14071188279268107,optimal,1,cpd10515,1
Pseudomonas fluorescens FW300-N1B4,pseudo1_N1B4,Sodium Fumarate dibasic,Sodium_Fumarate_dibasic.json,0.562847531170798,optimal,1,cpd10515,1
Pseudomonas fluorescens FW300-N1B4,pseudo1_N1B4,Sodium adipate,Sodium_adipate.json,0.0,optimal,0,"cpd10515,cpd03642",2
Pseudomonas fluorescens FW300-N1B4,pseudo1_N1B4,Sodium butyrate,Sodium_butyrate.json,0.0,optimal,0,"cpd10515,cpd00211",2
Pseudomonas fluorescens FW300-N1B4,pseudo1_N1B4,Sodium octanoate,Sodium_octanoate.json,0.0,optimal,0,"cpd10515,cpd03846",2
Pseudomonas fluorescens FW300-N1B4,pseudo1_N1B4,Sodium propionate,Sodium_propionate.json,0.0,optimal,0,cpd10515,1
Pseudomonas fluorescens FW300-N1B4,pseudo1_N1B4,Sodium pyruvate,Sodium_pyruvate.json,0.42213564837809814,optimal,1,cpd10515,1
Pseudomonas fluorescens FW300-N1B4,pseudo1_N1B4,Sodium succinate dibasic hexahydrate,Sodium_succinate_dibasic_hexahydrate.json,0.5628475311707971,optimal,1,cpd10515,1
Pseudomonas fluorescens FW300-N1B4,pseudo1_N1B4,Thymidine,Thymidine.json,-1.6021108818841977e-18,optimal,0,cpd10515,1
Pseudomonas fluorescens FW300-N1B4,pseudo1_N1B4,Trisodium citrate dihydrate,Trisodium_citrate_dihydrate.json,0.8442712967562087,optimal,1,cpd10515,1
Pseudomonas fluorescens FW300-N1B4,pseudo1_N1B4,Uridine,Uridine.json,4.321419317921819e-15,optimal,0,cpd10515,1
Pseudomonas fluorescens FW300-N1B4,pseudo1_N1B4,Valeric acid,Valeric_acid.json,-3.029466411701171e-16,optimal,0,"cpd10515,cpd00597",2
Pseudomonas fluorescens FW300-N1B4,pseudo1_N1B4,Vanillic Acid,Vanillic_Acid.json,-3.029466411701171e-16,optimal,0,"cpd10515,cpd04073",2
Pseudomonas fluorescens FW300-N1B4,pseudo1_N1B4,Vanillin,Vanillin.json,-3.029466411701171e-16,optimal,0,"cpd10515,cpd00561",2
Pseudomonas fluorescens FW300-N1B4,pseudo1_N1B4,Xylitol,Xylitol.json,-3.029466411701171e-16,optimal,0,"cpd10515,cpd00306",2
Pseudomonas fluorescens FW300-N1B4,pseudo1_N1B4,a-Ketoglutaric acid disodium salt hydrate,a-Ketoglutaric_acid_disodium_salt_hydrate.json,0.7035594139635393,optimal,1,cpd10515,1
Pseudomonas fluorescens FW300-N1B4,pseudo1_N1B4,benzoic acid,benzoic_acid.json,6.672913544209441e-14,optimal,0,"cpd10515,cpd00153",2
Pseudomonas fluorescens FW300-N1B4,pseudo1_N1B4,p-Coumaric acid,p-Coumaric_acid.json,0.0,optimal,0,"cpd10515,cpd00604",2
Pseudomonas fluorescens FW300-N1B4,pseudo1_N1B4,palatinose hydrate,palatinose_hydrate.json,0.0,optimal,0,"cpd10515,cpd01200",2
Pseudomonas fluorescens FW300-N2E3,pseudo3_N2E3,"1,2-Propanediol",12-Propanediol.json,0.0,optimal,0,cpd00453,1
Pseudomonas fluorescens FW300-N2E3,pseudo3_N2E3,"1,3-Butandiol",13-Butandiol.json,0.0,optimal,0,cpd00738,1
Pseudomonas fluorescens FW300-N2E3,pseudo3_N2E3,1-Pentanol,1-Pentanol.json,0.0,optimal,0,cpd16586,1
Pseudomonas fluorescens FW300-N2E3,pseudo3_N2E3,2-Deoxy-D-Ribose,2-Deoxy-D-Ribose.json,0.0,optimal,0,cpd01242,1
Pseudomonas fluorescens FW300-N2E3,pseudo3_N2E3,2-methyl-1-butanol,2-methyl-1-butanol.json,0.0,optimal,0,cpd16873,1
Pseudomonas fluorescens FW300-N2E3,pseudo3_N2E3,3-Methyl-2-Oxobutanoic Acid,3-Methyl-2-Oxobutanoic_Acid.json,0.0,optimal,0,cpd00123,1
Pseudomonas fluorescens FW300-N2E3,pseudo3_N2E3,3-methyl-1-butanol,3-methyl-1-butanol.json,0.0,optimal,0,cpd04533,1
Pseudomonas fluorescens FW300-N2E3,pseudo3_N2E3,3-methyl-2-oxopentanoic acid,3-methyl-2-oxopentanoic_acid.json,0.0,optimal,0,cpd00508,1
Pseudomonas fluorescens FW300-N2E3,pseudo3_N2E3,4-Aminobutyric acid,4-Aminobutyric_acid.json,0.5628475311708027,optimal,1,,0
Pseudomonas fluorescens FW300-N2E3,pseudo3_N2E3,4-Hydroxybenzoic Acid,4-Hydroxybenzoic_Acid.json,0.0,optimal,0,,0
Pseudomonas fluorescens FW300-N2E3,pseudo3_N2E3,4-Methyl-2-oxovaleric acid,4-Methyl-2-oxovaleric_acid.json,0.0,optimal,0,cpd00200,1
Pseudomonas fluorescens FW300-N2E3,pseudo3_N2E3,5-Aminovaleric acid,5-Aminovaleric_acid.json,0.0,optimal,0,cpd00339,1
Pseudomonas fluorescens FW300-N2E3,pseudo3_N2E3,Adenosine,Adenosine.json,0.0,optimal,0,cpd00182,1
Pseudomonas fluorescens FW300-N2E3,pseudo3_N2E3,Agro_defined_trehalose,Agro_defined_trehalose.json,1.6885425935124116,optimal,1,,0
Pseudomonas fluorescens FW300-N2E3,pseudo3_N2E3,Beta-Lactose,Beta-Lactose.json,0.0,optimal,0,cpd01354,1
Pseudomonas fluorescens FW300-N2E3,pseudo3_N2E3,Butanol,Butanol.json,0.0,optimal,0,cpd03662,1
Pseudomonas fluorescens FW300-N2E3,pseudo3_N2E3,Citric Acid,Citric_Acid.json,0.8442712967562127,optimal,1,,0
Pseudomonas fluorescens FW300-N2E3,pseudo3_N2E3,Cytidine,Cytidine.json,0.0,optimal,0,,0
Pseudomonas fluorescens FW300-N2E3,pseudo3_N2E3,"D,L-Malic Acid",DL-Malic_Acid.json,0.5628475311708107,optimal,1,,0
Pseudomonas fluorescens FW300-N2E3,pseudo3_N2E3,D-Alanine,D-Alanine.json,0.42213564837810685,optimal,1,,0
Pseudomonas fluorescens FW300-N2E3,pseudo3_N2E3,D-Arabinose,D-Arabinose.json,0.0,optimal,0,cpd00185,1
Pseudomonas fluorescens FW300-N2E3,pseudo3_N2E3,D-Fructose,D-Fructose.json,0.8442712967561754,optimal,1,,0
Pseudomonas fluorescens FW300-N2E3,pseudo3_N2E3,D-Galactose,D-Galactose.json,0.0,optimal,0,,0
Pseudomonas fluorescens FW300-N2E3,pseudo3_N2E3,D-Galacturonic Acid monohydrate,D-Galacturonic_Acid_monohydrate.json,0.0,optimal,0,cpd00280,1
Pseudomonas fluorescens FW300-N2E3,pseudo3_N2E3,D-Glucosamine Hydrochloride,D-Glucosamine_Hydrochloride.json,0.0,optimal,0,cpd00276,1
Pseudomonas fluorescens FW300-N2E3,pseudo3_N2E3,D-Glucose,D-Glucose.json,0.8442712967562084,optimal,1,,0
Pseudomonas fluorescens FW300-N2E3,pseudo3_N2E3,D-Glucose-6-Phosphate sodium salt,D-Glucose-6-Phosphate_sodium_salt.json,0.0,optimal,0,cpd00083,1
Pseudomonas fluorescens FW300-N2E3,pseudo3_N2E3,D-Lysine,D-Lysine.json,0.0,optimal,0,cpd00549,1
Pseudomonas fluorescens FW300-N2E3,pseudo3_N2E3,D-Mannitol,D-Mannitol.json,0.0,optimal,0,cpd00314,1
Pseudomonas fluorescens FW300-N2E3,pseudo3_N2E3,D-Mannose,D-Mannose.json,0.0,optimal,0,cpd00138,1
Pseudomonas fluorescens FW300-N2E3,pseudo3_N2E3,D-Raffinose pentahydrate,D-Raffinose_pentahydrate.json,0.0,optimal,0,cpd00382,1
Pseudomonas fluorescens FW300-N2E3,pseudo3_N2E3,D-Ribose,D-Ribose.json,0.7035594139635043,optimal,1,,0
Pseudomonas fluorescens FW300-N2E3,pseudo3_N2E3,D-Salicin,D-Salicin.json,0.0,optimal,0,cpd01030,1
Pseudomonas fluorescens FW300-N2E3,pseudo3_N2E3,D-Serine,D-Serine.json,0.42213564837809875,optimal,1,,0
Pseudomonas fluorescens FW300-N2E3,pseudo3_N2E3,D-Sorbitol,D-Sorbitol.json,0.0,optimal,0,cpd00588,1
Pseudomonas fluorescens FW300-N2E3,pseudo3_N2E3,D-Tagatose,D---tagatose.json,0.0,optimal,0,cpd00589,1
Pseudomonas fluorescens FW300-N2E3,pseudo3_N2E3,D-Trehalose dihydrate,D-Trehalose_dihydrate.json,0.0,optimal,0,,0
Pseudomonas fluorescens FW300-N2E3,pseudo3_N2E3,D-Xylose,D-Xylose.json,0.0,optimal,0,cpd00154,1
Pseudomonas fluorescens FW300-N2E3,pseudo3_N2E3,Decanoic acid,Decanoic_acid.json,0.0,optimal,0,cpd01107,1
Pseudomonas fluorescens FW300-N2E3,pseudo3_N2E3,Disodium Glutarate,Disodium_Glutarate.json,0.0,optimal,0,,0
Pseudomonas fluorescens FW300-N2E3,pseudo3_N2E3,Ethanol,Ethanol.json,0.2814237655854066,optimal,1,,0
Pseudomonas fluorescens FW300-N2E3,pseudo3_N2E3,Fumaric acid,Fumaric_acid.json,0.562847531170695,optimal,1,,0
Pseudomonas fluorescens FW300-N2E3,pseudo3_N2E3,Gly-Glu,Gly-Glu.json,0.0,optimal,0,cpd11592,1
Pseudomonas fluorescens FW300-N2E3,pseudo3_N2E3,Glycerol,Glycerol.json,0.4221356483780915,optimal,1,,0
Pseudomonas fluorescens FW300-N2E3,pseudo3_N2E3,Glycolic Acid,Glycolic_Acid.json,0.0,optimal,0,cpd00139,1
Pseudomonas fluorescens FW300-N2E3,pseudo3_N2E3,Heptanoic acid,Heptanoic_acid.json,0.0,optimal,0,cpd15608,1
Pseudomonas fluorescens FW300-N2E3,pseudo3_N2E3,Hexanoic acid,Hexanoic_acid.json,0.0,optimal,0,cpd01113,1
Pseudomonas fluorescens FW300-N2E3,pseudo3_N2E3,Hydroxy-L-Proline,Hydroxy-L-Proline.json,0.0,optimal,0,cpd00345,1
Pseudomonas fluorescens FW300-N2E3,pseudo3_N2E3,Inosine,Inosine.json,0.7296016657408152,optimal,1,,0
Pseudomonas fluorescens FW300-N2E3,pseudo3_N2E3,Isomaltose,Isomaltose.json,0.0,optimal,0,cpd00217,1
Pseudomonas fluorescens FW300-N2E3,pseudo3_N2E3,Itaconic Acid,Itaconic_Acid.json,0.0,optimal,0,cpd00380,1
Pseudomonas fluorescens FW300-N2E3,pseudo3_N2E3,L-Alanine,L-Alanine.json,0.0,optimal,0,cpd00035,1
Pseudomonas fluorescens FW300-N2E3,pseudo3_N2E3,L-Arabinose,L-Arabinose.json,0.0,optimal,0,cpd00224,1
Pseudomonas fluorescens FW300-N2E3,pseudo3_N2E3,L-Arginine,L-Arginine.json,0.8442712967561867,optimal,1,,0
Pseudomonas fluorescens FW300-N2E3,pseudo3_N2E3,L-Asparagine,L-Asparagine.json,0.5628475311707996,optimal,1,,0
Pseudomonas fluorescens FW300-N2E3,pseudo3_N2E3,L-Aspartic Acid,L-Aspartic_Acid.json,0.5628475311708087,optimal,1,,0
Pseudomonas fluorescens FW300-N2E3,pseudo3_N2E3,L-Citrulline,L-Citrulline.json,0.0,optimal,0,cpd00274,1
Pseudomonas fluorescens FW300-N2E3,pseudo3_N2E3,L-Cysteine hydrochloride monohydrate,L-Cysteine_hydrochloride_monohydrate.json,0.0,optimal,0,cpd00084,1
Pseudomonas fluorescens FW300-N2E3,pseudo3_N2E3,L-Fucose,L-Fucose.json,0.0,optimal,0,cpd00751,1
Pseudomonas fluorescens FW300-N2E3,pseudo3_N2E3,L-Glutamic acid monopotassium salt monohydrate,L-Glutamic_acid_monopotassium_salt_monohydrate.json,0.7035594139635197,optimal,1,,0
Pseudomonas fluorescens FW300-N2E3,pseudo3_N2E3,L-Glutamine,L-Glutamine.json,0.7035594139634869,optimal,1,,0
Pseudomonas fluorescens FW300-N2E3,pseudo3_N2E3,L-Histidine,L-Histidine.json,0.8442712967562064,optimal,1,,0
Pseudomonas fluorescens FW300-N2E3,pseudo3_N2E3,L-Isoleucine,L-Isoleucine.json,0.0,optimal,0,,0
Pseudomonas fluorescens FW300-N2E3,pseudo3_N2E3,L-Leucine,L-Leucine.json,0.0,optimal,0,,0
Pseudomonas fluorescens FW300-N2E3,pseudo3_N2E3,L-Malic acid disodium salt monohydrate,L-Malic_acid_disodium_salt_monohydrate.json,0.5628475311710707,optimal,1,,0
Pseudomonas fluorescens FW300-N2E3,pseudo3_N2E3,L-Methionine,L-Methionine.json,0.0,optimal,0,,0
Pseudomonas fluorescens FW300-N2E3,pseudo3_N2E3,L-Ornithine,L-Ornithine.json,0.7035594139635089,optimal,1,,0
Pseudomonas fluorescens FW300-N2E3,pseudo3_N2E3,L-Phenylalanine,L-Phenylalanine.json,0.0,optimal,0,,0
Pseudomonas fluorescens FW300-N2E3,pseudo3_N2E3,L-Proline,L-Proline.json,0.7035594139634948,optimal,1,,0
Pseudomonas fluorescens FW300-N2E3,pseudo3_N2E3,L-Serine,L-Serine.json,0.4221356483781086,optimal,1,,0
Pseudomonas fluorescens FW300-N2E3,pseudo3_N2E3,L-Sorbose,L-Sorbose.json,0.0,optimal,0,cpd00212,1
Pseudomonas fluorescens FW300-N2E3,pseudo3_N2E3,L-Threonine,L-Threonine.json,0.0,optimal,0,,0
Pseudomonas fluorescens FW300-N2E3,pseudo3_N2E3,L-Tryptophan,L-Tryptophan.json,0.0,optimal,0,,0
Pseudomonas fluorescens FW300-N2E3,pseudo3_N2E3,L-Valine,L-Valine.json,0.0,optimal,0,,0
Pseudomonas fluorescens FW300-N2E3,pseudo3_N2E3,L-tyrosine disodium salt,L-tyrosine_disodium_salt.json,1.266406945134608,optimal,1,,0
Pseudomonas fluorescens FW300-N2E3,pseudo3_N2E3,Lacto-N-tetraose,Lacto-N-tetraose.json,0.0,optimal,0,cpd03807,1
Pseudomonas fluorescens FW300-N2E3,pseudo3_N2E3,Lactulose,Lactulose.json,0.0,optimal,0,cpd04349,1
Pseudomonas fluorescens FW300-N2E3,pseudo3_N2E3,Lauric acid,Lauric_acid.json,0.0,optimal,0,cpd01741,1
Pseudomonas fluorescens FW300-N2E3,pseudo3_N2E3,Levulinic Acid,Levulinic_Acid.json,0.0,optimal,0,cpd00219,1
Pseudomonas fluorescens FW300-N2E3,pseudo3_N2E3,Malonic acid,Malonic_acid.json,0.4221356483780773,optimal,1,,0
Pseudomonas fluorescens FW300-N2E3,pseudo3_N2E3,Melibiose,Melibiose.json,0.0,optimal,0,cpd03198,1
Pseudomonas fluorescens FW300-N2E3,pseudo3_N2E3,Myristic acid,Myristic_acid.json,0.0,optimal,0,,0
Pseudomonas fluorescens FW300-N2E3,pseudo3_N2E3,N-Acetyl-D-Glucosamine,N-Acetyl-D-Glucosamine.json,0.0,optimal,0,cpd00122,1
Pseudomonas fluorescens FW300-N2E3,pseudo3_N2E3,Nonanoic acid,Nonanoic_acid.json,0.0,optimal,0,cpd01126,1
Pseudomonas fluorescens FW300-N2E3,pseudo3_N2E3,Octanoic acid,Octanoic_acid.json,0.0,optimal,0,cpd03846,1
Pseudomonas fluorescens FW300-N2E3,pseudo3_N2E3,Oleic acid,Oleic_acid.json,0.0,optimal,0,cpd00536,1
Pseudomonas fluorescens FW300-N2E3,pseudo3_N2E3,Phenylacetic acid,Phenylacetic_acid.json,0.0,optimal,0,cpd00430,1
Pseudomonas fluorescens FW300-N2E3,pseudo3_N2E3,Pimelic acid,Pimelic_acid.json,0.0,optimal,0,cpd01727,1
Pseudomonas fluorescens FW300-N2E3,pseudo3_N2E3,Protocatechuic Acid,Protocatechuic_Acid.json,0.0,optimal,0,cpd00197,1
Pseudomonas fluorescens FW300-N2E3,pseudo3_N2E3,Putrescine Dihydrochloride,Putrescine_Dihydrochloride.json,0.0,optimal,0,,0
Pseudomonas fluorescens FW300-N2E3,pseudo3_N2E3,Sebacic acid,Sebacic_acid.json,0.0,optimal,0,cpd05192,1
Pseudomonas fluorescens FW300-N2E3,pseudo3_N2E3,Shikimic Acid,Shikimic_Acid.json,0.0,optimal,0,cpd00383,1
Pseudomonas fluorescens FW300-N2E3,pseudo3_N2E3,"Sodium D,L-Lactate",Sodium_DL-Lactate.json,0.0,optimal,0,,0
Pseudomonas fluorescens FW300-N2E3,pseudo3_N2E3,Sodium D-Lactate,Sodium_D-Lactate.json,0.42213564837810275,optimal,1,,0
Pseudomonas fluorescens FW300-N2E3,pseudo3_N2E3,Sodium Formate,Sodium_Formate.json,0.1407118827927029,optimal,1,,0
Pseudomonas fluorescens FW300-N2E3,pseudo3_N2E3,Sodium Fumarate dibasic,Sodium_Fumarate_dibasic.json,0.5628475311708,optimal,1,,0
Pseudomonas fluorescens FW300-N2E3,pseudo3_N2E3,Sodium L-Lactate,Sodium_L-Lactate.json,0.0,optimal,0,,0
Pseudomonas fluorescens FW300-N2E3,pseudo3_N2E3,Sodium acetate,Sodium_acetate.json,0.281423765585403,optimal,1,,0
Pseudomonas fluorescens FW300-N2E3,pseudo3_N2E3,Sodium adipate,Sodium_adipate.json,0.0,optimal,0,cpd03642,1
Pseudomonas fluorescens FW300-N2E3,pseudo3_N2E3,Sodium butyrate,Sodium_butyrate.json,0.0,optimal,0,,0
Pseudomonas fluorescens FW300-N2E3,pseudo3_N2E3,Sodium octanoate,Sodium_octanoate.json,0.0,optimal,0,cpd03846,1
Pseudomonas fluorescens FW300-N2E3,pseudo3_N2E3,Sodium pyruvate,Sodium_pyruvate.json,0.4221356483781004,optimal,1,,0
Pseudomonas fluorescens FW300-N2E3,pseudo3_N2E3,Sodium succinate dibasic hexahydrate,Sodium_succinate_dibasic_hexahydrate.json,0.5628475311708057,optimal,1,,0
Pseudomonas fluorescens FW300-N2E3,pseudo3_N2E3,Succinic Acid,Succinic_Acid.json,0.5628475311707996,optimal,1,,0
Pseudomonas fluorescens FW300-N2E3,pseudo3_N2E3,Thymidine,Thymidine.json,0.0,optimal,0,,0
Pseudomonas fluorescens FW300-N2E3,pseudo3_N2E3,Trisodium citrate dihydrate,Trisodium_citrate_dihydrate.json,0.8442712967562078,optimal,1,,0
Pseudomonas fluorescens FW300-N2E3,pseudo3_N2E3,Uridine,Uridine.json,0.0,optimal,0,,0
Pseudomonas fluorescens FW300-N2E3,pseudo3_N2E3,Valeric acid,Valeric_acid.json,0.0,optimal,0,cpd00597,1
Pseudomonas fluorescens FW300-N2E3,pseudo3_N2E3,Vanillic Acid,Vanillic_Acid.json,0.0,optimal,0,cpd04073,1
Pseudomonas fluorescens FW300-N2E3,pseudo3_N2E3,Vanillin,Vanillin.json,0.0,optimal,0,cpd00561,1
Pseudomonas fluorescens FW300-N2E3,pseudo3_N2E3,Xylitol,Xylitol.json,0.0,optimal,0,cpd00306,1
Pseudomonas fluorescens FW300-N2E3,pseudo3_N2E3,a-Ketoglutaric acid disodium salt hydrate,a-Ketoglutaric_acid_disodium_salt_hydrate.json,0.7035594139634862,optimal,1,,0
Pseudomonas fluorescens FW300-N2E3,pseudo3_N2E3,benzoic acid,benzoic_acid.json,0.0,optimal,0,cpd00153,1
Pseudomonas fluorescens FW300-N2E3,pseudo3_N2E3,m-Inositol,m-Inositol.json,0.0,optimal,0,cpd00121,1
Pseudomonas fluorescens FW300-N2E3,pseudo3_N2E3,p-Coumaric acid,p-Coumaric_acid.json,0.0,optimal,0,cpd00604,1
Pseudomonas fluorescens FW300-N2E3,pseudo3_N2E3,palatinose hydrate,palatinose_hydrate.json,0.0,optimal,0,cpd01200,1
Pseudomonas fluorescens FW300-N2C3,pseudo5_N2C3_1,"1,2-Propanediol",12-Propanediol.json,0.0,optimal,0,"cpd10515,cpd00453",2
Pseudomonas fluorescens FW300-N2C3,pseudo5_N2C3_1,"1,3-Butandiol",13-Butandiol.json,0.0,optimal,0,"cpd10515,cpd00738",2
Pseudomonas fluorescens FW300-N2C3,pseudo5_N2C3_1,1-Pentanol,1-Pentanol.json,0.0,optimal,0,"cpd10515,cpd16586",2
Pseudomonas fluorescens FW300-N2C3,pseudo5_N2C3_1,2-Deoxy-D-Ribose,2-Deoxy-D-Ribose.json,0.0,optimal,0,"cpd10515,cpd01242",2
Pseudomonas fluorescens FW300-N2C3,pseudo5_N2C3_1,2-methyl-1-butanol,2-methyl-1-butanol.json,0.0,optimal,0,"cpd10515,cpd16873",2
Pseudomonas fluorescens FW300-N2C3,pseudo5_N2C3_1,3-Methyl-2-Oxobutanoic Acid,3-Methyl-2-Oxobutanoic_Acid.json,0.0,optimal,0,"cpd10515,cpd00123",2
Pseudomonas fluorescens FW300-N2C3,pseudo5_N2C3_1,3-methyl-1-butanol,3-methyl-1-butanol.json,0.0,optimal,0,"cpd10515,cpd04533",2
Pseudomonas fluorescens FW300-N2C3,pseudo5_N2C3_1,3-methyl-2-oxopentanoic acid,3-methyl-2-oxopentanoic_acid.json,0.0,optimal,0,"cpd10515,cpd00508",2
Pseudomonas fluorescens FW300-N2C3,pseudo5_N2C3_1,4-Hydroxybenzoic Acid,4-Hydroxybenzoic_Acid.json,0.0,optimal,0,cpd10515,1
Pseudomonas fluorescens FW300-N2C3,pseudo5_N2C3_1,4-Methyl-2-oxovaleric acid,4-Methyl-2-oxovaleric_acid.json,0.0,optimal,0,"cpd10515,cpd00200",2
Pseudomonas fluorescens FW300-N2C3,pseudo5_N2C3_1,5-Aminovaleric acid,5-Aminovaleric_acid.json,0.0,optimal,0,"cpd10515,cpd00339",2
Pseudomonas fluorescens FW300-N2C3,pseudo5_N2C3_1,Adenosine,Adenosine.json,0.0,optimal,0,"cpd10515,cpd00182",2
Pseudomonas fluorescens FW300-N2C3,pseudo5_N2C3_1,Agro_defined_trehalose,Agro_defined_trehalose.json,0.0,optimal,0,"cpd10515,cpd00794",2
Pseudomonas fluorescens FW300-N2C3,pseudo5_N2C3_1,Beta-Lactose,Beta-Lactose.json,0.0,optimal,0,"cpd10515,cpd01354",2
Pseudomonas fluorescens FW300-N2C3,pseudo5_N2C3_1,Butanol,Butanol.json,0.0,optimal,0,"cpd10515,cpd03662",2
Pseudomonas fluorescens FW300-N2C3,pseudo5_N2C3_1,Citric Acid,Citric_Acid.json,0.8442712967561966,optimal,1,cpd10515,1
Pseudomonas fluorescens FW300-N2C3,pseudo5_N2C3_1,Cytidine,Cytidine.json,0.0,optimal,0,cpd10515,1
Pseudomonas fluorescens FW300-N2C3,pseudo5_N2C3_1,"D,L-Malic Acid",DL-Malic_Acid.json,0.5628475311707836,optimal,1,cpd10515,1
Pseudomonas fluorescens FW300-N2C3,pseudo5_N2C3_1,D-Alanine,D-Alanine.json,0.4221356483781012,optimal,1,cpd10515,1
Pseudomonas fluorescens FW300-N2C3,pseudo5_N2C3_1,D-Arabinose,D-Arabinose.json,0.0,optimal,0,"cpd10515,cpd00185",2
Pseudomonas fluorescens FW300-N2C3,pseudo5_N2C3_1,D-Fructose,D-Fructose.json,0.8442712967561905,optimal,1,cpd10515,1
Pseudomonas fluorescens FW300-N2C3,pseudo5_N2C3_1,D-Galactose,D-Galactose.json,0.0,optimal,0,"cpd10515,cpd00108",2
Pseudomonas fluorescens FW300-N2C3,pseudo5_N2C3_1,D-Galacturonic Acid monohydrate,D-Galacturonic_Acid_monohydrate.json,0.0,optimal,0,cpd10515,1
Pseudomonas fluorescens FW300-N2C3,pseudo5_N2C3_1,D-Glucosamine Hydrochloride,D-Glucosamine_Hydrochloride.json,0.0,optimal,0,"cpd10515,cpd00276",2
