organism,orgId,carbon_source,error
Pseudomonas putida KT2440,Putida,L-Ornithine,FBA error: 'cpd00007'
Pseudomonas putida KT2440,Putida,L-Phenylalanine,FBA error: 'cpd00007'
Pseudomonas putida KT2440,Putida,L-Proline,FBA error: 'cpd00007'
Pseudomonas putida KT2440,Putida,L-Serine,FBA error: 'cpd00007'
Pseudomonas putida KT2440,Putida,L-Sorbose,FBA error: 'cpd00007'
Pseudomonas putida KT2440,Putida,L-Threonine,FBA error: 'cpd00007'
Pseudomonas putida KT2440,Putida,L-Tryptophan,FBA error: 'cpd00007'
Pseudomonas putida KT2440,Putida,L-Valine,FBA error: 'cpd00007'
Pseudomonas putida KT2440,Putida,L-tyrosine disodium salt,FBA error: 'cpd00007'
Pseudomonas putida KT2440,Putida,Lacto-N-tetraose,FBA error: 'cpd00007'
Pseudomonas putida KT2440,Putida,Lactulose,FBA error: 'cpd00007'
Pseudomonas putida KT2440,Putida,Lauric acid,FBA error: 'cpd00007'
Pseudomonas putida KT2440,Putida,Levulinic Acid,FBA error: 'cpd00007'
Pseudomonas putida KT2440,Putida,Malonic acid,FBA error: 'cpd00007'
Pseudomonas putida KT2440,Putida,Melibiose,FBA error: 'cpd00007'
Pseudomonas putida KT2440,Putida,Myristic acid,FBA error: 'cpd00007'
Pseudomonas putida KT2440,Putida,N-Acetyl-D-Glucosamine,FBA error: 'cpd00007'
Pseudomonas putida KT2440,Putida,Nonanoic acid,FBA error: 'cpd00007'
Pseudomonas putida KT2440,Putida,Octanoic acid,FBA error: 'cpd00007'
Pseudomonas putida KT2440,Putida,Oleic acid,FBA error: 'cpd00007'
Pseudomonas putida KT2440,Putida,Phenylacetic acid,FBA error: 'cpd00007'
Pseudomonas putida KT2440,Putida,Pimelic acid,FBA error: 'cpd00007'
Pseudomonas putida KT2440,Putida,Potassium acetate,FBA error: 'cpd00007'
Pseudomonas putida KT2440,Putida,Protocatechuic Acid,FBA error: 'cpd00007'
Pseudomonas putida KT2440,Putida,Putrescine Dihydrochloride,FBA error: 'cpd00007'
Pseudomonas putida KT2440,Putida,Sebacic acid,FBA error: 'cpd00007'
Pseudomonas putida KT2440,Putida,Shikimic Acid,FBA error: 'cpd00007'
Pseudomonas putida KT2440,Putida,"Sodium D,L-Lactate",FBA error: 'cpd00007'
Pseudomonas putida KT2440,Putida,Sodium D-Lactate,FBA error: 'cpd00007'
Pseudomonas putida KT2440,Putida,Sodium Formate,FBA error: 'cpd00007'
Pseudomonas putida KT2440,Putida,Sodium Fumarate dibasic,FBA error: 'cpd00007'
Pseudomonas putida KT2440,Putida,Sodium L-Lactate,FBA error: 'cpd00007'
Pseudomonas putida KT2440,Putida,Sodium acetate,FBA error: 'cpd00007'
Pseudomonas putida KT2440,Putida,Sodium adipate,FBA error: 'cpd00007'
Pseudomonas putida KT2440,Putida,Sodium butyrate,FBA error: 'cpd00007'
Pseudomonas putida KT2440,Putida,Sodium octanoate,FBA error: 'cpd00007'
Pseudomonas putida KT2440,Putida,Sodium propionate,FBA error: 'cpd00007'
Pseudomonas putida KT2440,Putida,Sodium pyruvate,FBA error: 'cpd00007'
Pseudomonas putida KT2440,Putida,Sodium succinate dibasic hexahydrate,FBA error: 'cpd00007'
Pseudomonas putida KT2440,Putida,Succinic Acid,FBA error: 'cpd00007'
Pseudomonas putida KT2440,Putida,Thymidine,FBA error: 'cpd00007'
Pseudomonas putida KT2440,Putida,Trisodium citrate dihydrate,FBA error: 'cpd00007'
Pseudomonas putida KT2440,Putida,Uridine,FBA error: 'cpd00007'
Pseudomonas putida KT2440,Putida,Valeric acid,FBA error: 'cpd00007'
Pseudomonas putida KT2440,Putida,Vanillic Acid,FBA error: 'cpd00007'
Pseudomonas putida KT2440,Putida,Vanillin,FBA error: 'cpd00007'
Pseudomonas putida KT2440,Putida,Xylitol,FBA error: 'cpd00007'
Pseudomonas putida KT2440,Putida,a-Ketoglutaric acid disodium salt hydrate,FBA error: 'cpd00007'
Pseudomonas putida KT2440,Putida,benzoic acid,FBA error: 'cpd00007'
Pseudomonas putida KT2440,Putida,m-Inositol,FBA error: 'cpd00007'
Pseudomonas putida KT2440,Putida,p-Coumaric acid,FBA error: 'cpd00007'
Pseudomonas putida KT2440,Putida,palatinose hydrate,FBA error: 'cpd00007'
Pseudomonas simiae WCS417,WCS417,"1,2-Propanediol",FBA error: 'cpd00007'
Pseudomonas simiae WCS417,WCS417,"1,3-Butandiol",FBA error: 'cpd00007'
Pseudomonas simiae WCS417,WCS417,1-Pentanol,FBA error: 'cpd00007'
Pseudomonas simiae WCS417,WCS417,2-Deoxy-D-Ribose,FBA error: 'cpd00007'
Pseudomonas simiae WCS417,WCS417,2-methyl-1-butanol,FBA error: 'cpd00007'
Pseudomonas simiae WCS417,WCS417,3-Methyl-2-Oxobutanoic Acid,FBA error: 'cpd00007'
Pseudomonas simiae WCS417,WCS417,3-methyl-1-butanol,FBA error: 'cpd00007'
Pseudomonas simiae WCS417,WCS417,3-methyl-2-oxopentanoic acid,FBA error: 'cpd00007'
Pseudomonas simiae WCS417,WCS417,4-Aminobutyric acid,FBA error: 'cpd00007'
Pseudomonas simiae WCS417,WCS417,4-Hydroxybenzoic Acid,FBA error: 'cpd00007'
Pseudomonas simiae WCS417,WCS417,4-Methyl-2-oxovaleric acid,FBA error: 'cpd00007'
Pseudomonas simiae WCS417,WCS417,5-Aminovaleric acid,FBA error: 'cpd00007'
Pseudomonas simiae WCS417,WCS417,Adenosine,FBA error: 'cpd00007'
Pseudomonas simiae WCS417,WCS417,Agro_defined_trehalose,FBA error: 'cpd00007'
Pseudomonas simiae WCS417,WCS417,Beta-Lactose,FBA error: 'cpd00007'
Pseudomonas simiae WCS417,WCS417,Butanol,FBA error: 'cpd00007'
Pseudomonas simiae WCS417,WCS417,Citric Acid,FBA error: 'cpd00007'
Pseudomonas simiae WCS417,WCS417,Cytidine,FBA error: 'cpd00007'
Pseudomonas simiae WCS417,WCS417,"D,L-Malic Acid",FBA error: 'cpd00007'
Pseudomonas simiae WCS417,WCS417,D-Alanine,FBA error: 'cpd00007'
Pseudomonas simiae WCS417,WCS417,D-Arabinose,FBA error: 'cpd00007'
Pseudomonas simiae WCS417,WCS417,D-Fructose,FBA error: 'cpd00007'
Pseudomonas simiae WCS417,WCS417,D-Galactose,FBA error: 'cpd00007'
Pseudomonas simiae WCS417,WCS417,D-Galacturonic Acid monohydrate,FBA error: 'cpd00007'
Pseudomonas simiae WCS417,WCS417,D-Glucosamine Hydrochloride,FBA error: 'cpd00007'
Pseudomonas simiae WCS417,WCS417,D-Glucose,FBA error: 'cpd00007'
Pseudomonas simiae WCS417,WCS417,D-Glucose-6-Phosphate sodium salt,FBA error: 'cpd00007'
Pseudomonas simiae WCS417,WCS417,D-Lysine,FBA error: 'cpd00007'
Pseudomonas simiae WCS417,WCS417,D-Mannitol,FBA error: 'cpd00007'
Pseudomonas simiae WCS417,WCS417,D-Mannose,FBA error: 'cpd00007'
Pseudomonas simiae WCS417,WCS417,D-Raffinose pentahydrate,FBA error: 'cpd00007'
Pseudomonas simiae WCS417,WCS417,D-Ribose,FBA error: 'cpd00007'
Pseudomonas simiae WCS417,WCS417,D-Salicin,FBA error: 'cpd00007'
Pseudomonas simiae WCS417,WCS417,D-Serine,FBA error: 'cpd00007'
Pseudomonas simiae WCS417,WCS417,D-Sorbitol,FBA error: 'cpd00007'
Pseudomonas simiae WCS417,WCS417,D-Tagatose,FBA error: 'cpd00007'
Pseudomonas simiae WCS417,WCS417,D-Trehalose dihydrate,FBA error: 'cpd00007'
Pseudomonas simiae WCS417,WCS417,D-Xylose,FBA error: 'cpd00007'
Pseudomonas simiae WCS417,WCS417,Decanoic acid,FBA error: 'cpd00007'
Pseudomonas simiae WCS417,WCS417,Disodium Glutarate,FBA error: 'cpd00007'
Pseudomonas simiae WCS417,WCS417,Ethanol,FBA error: 'cpd00007'
Pseudomonas simiae WCS417,WCS417,Ferulic Acid,FBA error: 'cpd00007'
Pseudomonas simiae WCS417,WCS417,Fumaric acid,FBA error: 'cpd00007'
Pseudomonas simiae WCS417,WCS417,Gly-Glu,FBA error: 'cpd00007'
Pseudomonas simiae WCS417,WCS417,Glycerol,FBA error: 'cpd00007'
Pseudomonas simiae WCS417,WCS417,Glycine,FBA error: 'cpd00007'
Pseudomonas simiae WCS417,WCS417,Glycolic Acid,FBA error: 'cpd00007'
Pseudomonas simiae WCS417,WCS417,Heptanoic acid,FBA error: 'cpd00007'
Pseudomonas simiae WCS417,WCS417,Hexanoic acid,FBA error: 'cpd00007'
Pseudomonas simiae WCS417,WCS417,Hydroxy-L-Proline,FBA error: 'cpd00007'
Pseudomonas simiae WCS417,WCS417,Inosine,FBA error: 'cpd00007'
Pseudomonas simiae WCS417,WCS417,Isomaltose,FBA error: 'cpd00007'
Pseudomonas simiae WCS417,WCS417,Itaconic Acid,FBA error: 'cpd00007'
Pseudomonas simiae WCS417,WCS417,L-Alanine,FBA error: 'cpd00007'
Pseudomonas simiae WCS417,WCS417,L-Arabinose,FBA error: 'cpd00007'
Pseudomonas simiae WCS417,WCS417,L-Arginine,FBA error: 'cpd00007'
Pseudomonas simiae WCS417,WCS417,L-Asparagine,FBA error: 'cpd00007'
Pseudomonas simiae WCS417,WCS417,L-Aspartic Acid,FBA error: 'cpd00007'
Pseudomonas simiae WCS417,WCS417,L-Citrulline,FBA error: 'cpd00007'
Pseudomonas simiae WCS417,WCS417,L-Cysteine hydrochloride monohydrate,FBA error: 'cpd00007'
Pseudomonas simiae WCS417,WCS417,L-Fucose,FBA error: 'cpd00007'
Pseudomonas simiae WCS417,WCS417,L-Glutamic acid monopotassium salt monohydrate,FBA error: 'cpd00007'
Pseudomonas simiae WCS417,WCS417,L-Glutamine,FBA error: 'cpd00007'
Pseudomonas simiae WCS417,WCS417,L-Histidine,FBA error: 'cpd00007'
Pseudomonas simiae WCS417,WCS417,L-Isoleucine,FBA error: 'cpd00007'
Pseudomonas simiae WCS417,WCS417,L-Leucine,FBA error: 'cpd00007'
Pseudomonas simiae WCS417,WCS417,L-Lysine,FBA error: 'cpd00007'
Pseudomonas simiae WCS417,WCS417,L-Malic acid disodium salt monohydrate,FBA error: 'cpd00007'
Pseudomonas simiae WCS417,WCS417,L-Methionine,FBA error: 'cpd00007'
Pseudomonas simiae WCS417,WCS417,L-Ornithine,FBA error: 'cpd00007'
Pseudomonas simiae WCS417,WCS417,L-Phenylalanine,FBA error: 'cpd00007'
Pseudomonas simiae WCS417,WCS417,L-Proline,FBA error: 'cpd00007'
Pseudomonas simiae WCS417,WCS417,L-Serine,FBA error: 'cpd00007'
Pseudomonas simiae WCS417,WCS417,L-Sorbose,FBA error: 'cpd00007'
Pseudomonas simiae WCS417,WCS417,L-Threonine,FBA error: 'cpd00007'
Pseudomonas simiae WCS417,WCS417,L-Tryptophan,FBA error: 'cpd00007'
Pseudomonas simiae WCS417,WCS417,L-Valine,FBA error: 'cpd00007'
Pseudomonas simiae WCS417,WCS417,L-tyrosine disodium salt,FBA error: 'cpd00007'
Pseudomonas simiae WCS417,WCS417,Lacto-N-tetraose,FBA error: 'cpd00007'
Pseudomonas simiae WCS417,WCS417,Lactulose,FBA error: 'cpd00007'
Pseudomonas simiae WCS417,WCS417,Lauric acid,FBA error: 'cpd00007'
Pseudomonas simiae WCS417,WCS417,Levulinic Acid,FBA error: 'cpd00007'
Pseudomonas simiae WCS417,WCS417,Malonic acid,FBA error: 'cpd00007'
Pseudomonas simiae WCS417,WCS417,Melibiose,FBA error: 'cpd00007'
Pseudomonas simiae WCS417,WCS417,Myristic acid,FBA error: 'cpd00007'
Pseudomonas simiae WCS417,WCS417,N-Acetyl-D-Glucosamine,FBA error: 'cpd00007'
Pseudomonas simiae WCS417,WCS417,Nonanoic acid,FBA error: 'cpd00007'
Pseudomonas simiae WCS417,WCS417,Octanoic acid,FBA error: 'cpd00007'
Pseudomonas simiae WCS417,WCS417,Oleic acid,FBA error: 'cpd00007'
Pseudomonas simiae WCS417,WCS417,Phenylacetic acid,FBA error: 'cpd00007'
Pseudomonas simiae WCS417,WCS417,Pimelic acid,FBA error: 'cpd00007'
Pseudomonas simiae WCS417,WCS417,Potassium acetate,FBA error: 'cpd00007'
Pseudomonas simiae WCS417,WCS417,Protocatechuic Acid,FBA error: 'cpd00007'
Pseudomonas simiae WCS417,WCS417,Putrescine Dihydrochloride,FBA error: 'cpd00007'
Pseudomonas simiae WCS417,WCS417,Sebacic acid,FBA error: 'cpd00007'
Pseudomonas simiae WCS417,WCS417,Shikimic Acid,FBA error: 'cpd00007'
Pseudomonas simiae WCS417,WCS417,"Sodium D,L-Lactate",FBA error: 'cpd00007'
Pseudomonas simiae WCS417,WCS417,Sodium D-Lactate,FBA error: 'cpd00007'
Pseudomonas simiae WCS417,WCS417,Sodium Formate,FBA error: 'cpd00007'
Pseudomonas simiae WCS417,WCS417,Sodium Fumarate dibasic,FBA error: 'cpd00007'
Pseudomonas simiae WCS417,WCS417,Sodium L-Lactate,FBA error: 'cpd00007'
Pseudomonas simiae WCS417,WCS417,Sodium acetate,FBA error: 'cpd00007'
Pseudomonas simiae WCS417,WCS417,Sodium adipate,FBA error: 'cpd00007'
Pseudomonas simiae WCS417,WCS417,Sodium butyrate,FBA error: 'cpd00007'
Pseudomonas simiae WCS417,WCS417,Sodium octanoate,FBA error: 'cpd00007'
Pseudomonas simiae WCS417,WCS417,Sodium propionate,FBA error: 'cpd00007'
Pseudomonas simiae WCS417,WCS417,Sodium pyruvate,FBA error: 'cpd00007'
Pseudomonas simiae WCS417,WCS417,Sodium succinate dibasic hexahydrate,FBA error: 'cpd00007'
Pseudomonas simiae WCS417,WCS417,Succinic Acid,FBA error: 'cpd00007'
Pseudomonas simiae WCS417,WCS417,Thymidine,FBA error: 'cpd00007'
Pseudomonas simiae WCS417,WCS417,Trisodium citrate dihydrate,FBA error: 'cpd00007'
Pseudomonas simiae WCS417,WCS417,Uridine,FBA error: 'cpd00007'
Pseudomonas simiae WCS417,WCS417,Valeric acid,FBA error: 'cpd00007'
Pseudomonas simiae WCS417,WCS417,Vanillic Acid,FBA error: 'cpd00007'
Pseudomonas simiae WCS417,WCS417,Vanillin,FBA error: 'cpd00007'
Pseudomonas simiae WCS417,WCS417,Xylitol,FBA error: 'cpd00007'
Pseudomonas simiae WCS417,WCS417,a-Ketoglutaric acid disodium salt hydrate,FBA error: 'cpd00007'
Pseudomonas simiae WCS417,WCS417,benzoic acid,FBA error: 'cpd00007'
Pseudomonas simiae WCS417,WCS417,m-Inositol,FBA error: 'cpd00007'
Pseudomonas simiae WCS417,WCS417,p-Coumaric acid,FBA error: 'cpd00007'
Pseudomonas simiae WCS417,WCS417,palatinose hydrate,FBA error: 'cpd00007'
Pseudomonas stutzeri RCH2,psRCH2,"1,2-Propanediol",FBA error: 'cpd00007'
Pseudomonas stutzeri RCH2,psRCH2,"1,3-Butandiol",FBA error: 'cpd00007'
Pseudomonas stutzeri RCH2,psRCH2,1-Pentanol,FBA error: 'cpd00007'
Pseudomonas stutzeri RCH2,psRCH2,2-Deoxy-D-Ribose,FBA error: 'cpd00007'
Pseudomonas stutzeri RCH2,psRCH2,2-methyl-1-butanol,FBA error: 'cpd00007'
Pseudomonas stutzeri RCH2,psRCH2,3-Methyl-2-Oxobutanoic Acid,FBA error: 'cpd00007'
Pseudomonas stutzeri RCH2,psRCH2,3-methyl-1-butanol,FBA error: 'cpd00007'
Pseudomonas stutzeri RCH2,psRCH2,3-methyl-2-oxopentanoic acid,FBA error: 'cpd00007'
Pseudomonas stutzeri RCH2,psRCH2,4-Aminobutyric acid,FBA error: 'cpd00007'
Pseudomonas stutzeri RCH2,psRCH2,4-Hydroxybenzoic Acid,FBA error: 'cpd00007'
Pseudomonas stutzeri RCH2,psRCH2,4-Methyl-2-oxovaleric acid,FBA error: 'cpd00007'
Pseudomonas stutzeri RCH2,psRCH2,5-Aminovaleric acid,FBA error: 'cpd00007'
Pseudomonas stutzeri RCH2,psRCH2,Adenosine,FBA error: 'cpd00007'
Pseudomonas stutzeri RCH2,psRCH2,Agro_defined_trehalose,FBA error: 'cpd00007'
Pseudomonas stutzeri RCH2,psRCH2,Beta-Lactose,FBA error: 'cpd00007'
Pseudomonas stutzeri RCH2,psRCH2,Butanol,FBA error: 'cpd00007'
Pseudomonas stutzeri RCH2,psRCH2,Citric Acid,FBA error: 'cpd00007'
Pseudomonas stutzeri RCH2,psRCH2,Cytidine,FBA error: 'cpd00007'
Pseudomonas stutzeri RCH2,psRCH2,"D,L-Malic Acid",FBA error: 'cpd00007'
Pseudomonas stutzeri RCH2,psRCH2,D-Alanine,FBA error: 'cpd00007'
Pseudomonas stutzeri RCH2,psRCH2,D-Arabinose,FBA error: 'cpd00007'
Pseudomonas stutzeri RCH2,psRCH2,D-Fructose,FBA error: 'cpd00007'
Pseudomonas stutzeri RCH2,psRCH2,D-Galactose,FBA error: 'cpd00007'
Pseudomonas stutzeri RCH2,psRCH2,D-Galacturonic Acid monohydrate,FBA error: 'cpd00007'
Pseudomonas stutzeri RCH2,psRCH2,D-Glucosamine Hydrochloride,FBA error: 'cpd00007'
Pseudomonas stutzeri RCH2,psRCH2,D-Glucose,FBA error: 'cpd00007'
Pseudomonas stutzeri RCH2,psRCH2,D-Glucose-6-Phosphate sodium salt,FBA error: 'cpd00007'
Pseudomonas stutzeri RCH2,psRCH2,D-Lysine,FBA error: 'cpd00007'
Pseudomonas stutzeri RCH2,psRCH2,D-Mannitol,FBA error: 'cpd00007'
Pseudomonas stutzeri RCH2,psRCH2,D-Mannose,FBA error: 'cpd00007'
Pseudomonas stutzeri RCH2,psRCH2,D-Raffinose pentahydrate,FBA error: 'cpd00007'
Pseudomonas stutzeri RCH2,psRCH2,D-Ribose,FBA error: 'cpd00007'
Pseudomonas stutzeri RCH2,psRCH2,D-Salicin,FBA error: 'cpd00007'
Pseudomonas stutzeri RCH2,psRCH2,D-Serine,FBA error: 'cpd00007'
Pseudomonas stutzeri RCH2,psRCH2,D-Sorbitol,FBA error: 'cpd00007'
Pseudomonas stutzeri RCH2,psRCH2,D-Tagatose,FBA error: 'cpd00007'
Pseudomonas stutzeri RCH2,psRCH2,D-Trehalose dihydrate,FBA error: 'cpd00007'
Pseudomonas stutzeri RCH2,psRCH2,D-Xylose,FBA error: 'cpd00007'
Pseudomonas stutzeri RCH2,psRCH2,Decanoic acid,FBA error: 'cpd00007'
Pseudomonas stutzeri RCH2,psRCH2,Disodium Glutarate,FBA error: 'cpd00007'
Pseudomonas stutzeri RCH2,psRCH2,Ethanol,FBA error: 'cpd00007'
Pseudomonas stutzeri RCH2,psRCH2,Ferulic Acid,FBA error: 'cpd00007'
Pseudomonas stutzeri RCH2,psRCH2,Fumaric acid,FBA error: 'cpd00007'
Pseudomonas stutzeri RCH2,psRCH2,Gly-Glu,FBA error: 'cpd00007'
Pseudomonas stutzeri RCH2,psRCH2,Glycerol,FBA error: 'cpd00007'
Pseudomonas stutzeri RCH2,psRCH2,Glycine,FBA error: 'cpd00007'
Pseudomonas stutzeri RCH2,psRCH2,Glycolic Acid,FBA error: 'cpd00007'
Pseudomonas stutzeri RCH2,psRCH2,Heptanoic acid,FBA error: 'cpd00007'
Pseudomonas stutzeri RCH2,psRCH2,Hexanoic acid,FBA error: 'cpd00007'
Pseudomonas stutzeri RCH2,psRCH2,Hydroxy-L-Proline,FBA error: 'cpd00007'
Pseudomonas stutzeri RCH2,psRCH2,Inosine,FBA error: 'cpd00007'
Pseudomonas stutzeri RCH2,psRCH2,Isomaltose,FBA error: 'cpd00007'
Pseudomonas stutzeri RCH2,psRCH2,Itaconic Acid,FBA error: 'cpd00007'
Pseudomonas stutzeri RCH2,psRCH2,L-Alanine,FBA error: 'cpd00007'
Pseudomonas stutzeri RCH2,psRCH2,L-Arabinose,FBA error: 'cpd00007'
Pseudomonas stutzeri RCH2,psRCH2,L-Arginine,FBA error: 'cpd00007'
Pseudomonas stutzeri RCH2,psRCH2,L-Asparagine,FBA error: 'cpd00007'
Pseudomonas stutzeri RCH2,psRCH2,L-Aspartic Acid,FBA error: 'cpd00007'
Pseudomonas stutzeri RCH2,psRCH2,L-Citrulline,FBA error: 'cpd00007'
Pseudomonas stutzeri RCH2,psRCH2,L-Cysteine hydrochloride monohydrate,FBA error: 'cpd00007'
Pseudomonas stutzeri RCH2,psRCH2,L-Fucose,FBA error: 'cpd00007'
Pseudomonas stutzeri RCH2,psRCH2,L-Glutamic acid monopotassium salt monohydrate,FBA error: 'cpd00007'
Pseudomonas stutzeri RCH2,psRCH2,L-Glutamine,FBA error: 'cpd00007'
Pseudomonas stutzeri RCH2,psRCH2,L-Histidine,FBA error: 'cpd00007'
Pseudomonas stutzeri RCH2,psRCH2,L-Isoleucine,FBA error: 'cpd00007'
Pseudomonas stutzeri RCH2,psRCH2,L-Leucine,FBA error: 'cpd00007'
Pseudomonas stutzeri RCH2,psRCH2,L-Lysine,FBA error: 'cpd00007'
Pseudomonas stutzeri RCH2,psRCH2,L-Malic acid disodium salt monohydrate,FBA error: 'cpd00007'
Pseudomonas stutzeri RCH2,psRCH2,L-Methionine,FBA error: 'cpd00007'
Pseudomonas stutzeri RCH2,psRCH2,L-Ornithine,FBA error: 'cpd00007'
Pseudomonas stutzeri RCH2,psRCH2,L-Phenylalanine,FBA error: 'cpd00007'
Pseudomonas stutzeri RCH2,psRCH2,L-Proline,FBA error: 'cpd00007'
Pseudomonas stutzeri RCH2,psRCH2,L-Serine,FBA error: 'cpd00007'
Pseudomonas stutzeri RCH2,psRCH2,L-Sorbose,FBA error: 'cpd00007'
Pseudomonas stutzeri RCH2,psRCH2,L-Threonine,FBA error: 'cpd00007'
Pseudomonas stutzeri RCH2,psRCH2,L-Tryptophan,FBA error: 'cpd00007'
Pseudomonas stutzeri RCH2,psRCH2,L-Valine,FBA error: 'cpd00007'
Pseudomonas stutzeri RCH2,psRCH2,L-tyrosine disodium salt,FBA error: 'cpd00007'
Pseudomonas stutzeri RCH2,psRCH2,Lacto-N-tetraose,FBA error: 'cpd00007'
Pseudomonas stutzeri RCH2,psRCH2,Lactulose,FBA error: 'cpd00007'
Pseudomonas stutzeri RCH2,psRCH2,Lauric acid,FBA error: 'cpd00007'
Pseudomonas stutzeri RCH2,psRCH2,Levulinic Acid,FBA error: 'cpd00007'
Pseudomonas stutzeri RCH2,psRCH2,Malonic acid,FBA error: 'cpd00007'
Pseudomonas stutzeri RCH2,psRCH2,Melibiose,FBA error: 'cpd00007'
Pseudomonas stutzeri RCH2,psRCH2,Myristic acid,FBA error: 'cpd00007'
Pseudomonas stutzeri RCH2,psRCH2,N-Acetyl-D-Glucosamine,FBA error: 'cpd00007'
Pseudomonas stutzeri RCH2,psRCH2,Nonanoic acid,FBA error: 'cpd00007'
Pseudomonas stutzeri RCH2,psRCH2,Octanoic acid,FBA error: 'cpd00007'
Pseudomonas stutzeri RCH2,psRCH2,Oleic acid,FBA error: 'cpd00007'
Pseudomonas stutzeri RCH2,psRCH2,Phenylacetic acid,FBA error: 'cpd00007'
Pseudomonas stutzeri RCH2,psRCH2,Pimelic acid,FBA error: 'cpd00007'
Pseudomonas stutzeri RCH2,psRCH2,Potassium acetate,FBA error: 'cpd00007'
Pseudomonas stutzeri RCH2,psRCH2,Protocatechuic Acid,FBA error: 'cpd00007'
Pseudomonas stutzeri RCH2,psRCH2,Putrescine Dihydrochloride,FBA error: 'cpd00007'
Pseudomonas stutzeri RCH2,psRCH2,Sebacic acid,FBA error: 'cpd00007'
Pseudomonas stutzeri RCH2,psRCH2,Shikimic Acid,FBA error: 'cpd00007'
Pseudomonas stutzeri RCH2,psRCH2,"Sodium D,L-Lactate",FBA error: 'cpd00007'
Pseudomonas stutzeri RCH2,psRCH2,Sodium D-Lactate,FBA error: 'cpd00007'
Pseudomonas stutzeri RCH2,psRCH2,Sodium Formate,FBA error: 'cpd00007'
Pseudomonas stutzeri RCH2,psRCH2,Sodium Fumarate dibasic,FBA error: 'cpd00007'
Pseudomonas stutzeri RCH2,psRCH2,Sodium L-Lactate,FBA error: 'cpd00007'
Pseudomonas stutzeri RCH2,psRCH2,Sodium acetate,FBA error: 'cpd00007'
Pseudomonas stutzeri RCH2,psRCH2,Sodium adipate,FBA error: 'cpd00007'
Pseudomonas stutzeri RCH2,psRCH2,Sodium butyrate,FBA error: 'cpd00007'
Pseudomonas stutzeri RCH2,psRCH2,Sodium octanoate,FBA error: 'cpd00007'
Pseudomonas stutzeri RCH2,psRCH2,Sodium propionate,FBA error: 'cpd00007'
Pseudomonas stutzeri RCH2,psRCH2,Sodium pyruvate,FBA error: 'cpd00007'
Pseudomonas stutzeri RCH2,psRCH2,Sodium succinate dibasic hexahydrate,FBA error: 'cpd00007'
Pseudomonas stutzeri RCH2,psRCH2,Succinic Acid,FBA error: 'cpd00007'
Pseudomonas stutzeri RCH2,psRCH2,Thymidine,FBA error: 'cpd00007'
Pseudomonas stutzeri RCH2,psRCH2,Trisodium citrate dihydrate,FBA error: 'cpd00007'
Pseudomonas stutzeri RCH2,psRCH2,Uridine,FBA error: 'cpd00007'
Pseudomonas stutzeri RCH2,psRCH2,Valeric acid,FBA error: 'cpd00007'
Pseudomonas stutzeri RCH2,psRCH2,Vanillic Acid,FBA error: 'cpd00007'
Pseudomonas stutzeri RCH2,psRCH2,Vanillin,FBA error: 'cpd00007'
Pseudomonas stutzeri RCH2,psRCH2,Xylitol,FBA error: 'cpd00007'
Pseudomonas stutzeri RCH2,psRCH2,a-Ketoglutaric acid disodium salt hydrate,FBA error: 'cpd00007'
Pseudomonas stutzeri RCH2,psRCH2,benzoic acid,FBA error: 'cpd00007'
Pseudomonas stutzeri RCH2,psRCH2,m-Inositol,FBA error: 'cpd00007'
Pseudomonas stutzeri RCH2,psRCH2,p-Coumaric acid,FBA error: 'cpd00007'
Pseudomonas stutzeri RCH2,psRCH2,palatinose hydrate,FBA error: 'cpd00007'
Ralstonia sp. UNC404CL21Col,CL21,"1,2-Propanediol",FBA error: 'cpd00007'
Ralstonia sp. UNC404CL21Col,CL21,"1,3-Butandiol",FBA error: 'cpd00007'
Ralstonia sp. UNC404CL21Col,CL21,1-Pentanol,FBA error: 'cpd00007'
Ralstonia sp. UNC404CL21Col,CL21,2-Deoxy-D-Ribose,FBA error: 'cpd00007'
Ralstonia sp. UNC404CL21Col,CL21,2-methyl-1-butanol,FBA error: 'cpd00007'
Ralstonia sp. UNC404CL21Col,CL21,3-Methyl-2-Oxobutanoic Acid,FBA error: 'cpd00007'
Ralstonia sp. UNC404CL21Col,CL21,3-methyl-1-butanol,FBA error: 'cpd00007'
Ralstonia sp. UNC404CL21Col,CL21,3-methyl-2-oxopentanoic acid,FBA error: 'cpd00007'
Ralstonia sp. UNC404CL21Col,CL21,4-Aminobutyric acid,FBA error: 'cpd00007'
Ralstonia sp. UNC404CL21Col,CL21,4-Hydroxybenzoic Acid,FBA error: 'cpd00007'
Ralstonia sp. UNC404CL21Col,CL21,4-Methyl-2-oxovaleric acid,FBA error: 'cpd00007'
Ralstonia sp. UNC404CL21Col,CL21,5-Aminovaleric acid,FBA error: 'cpd00007'
Ralstonia sp. UNC404CL21Col,CL21,Adenosine,FBA error: 'cpd00007'
Ralstonia sp. UNC404CL21Col,CL21,Agro_defined_trehalose,FBA error: 'cpd00007'
Ralstonia sp. UNC404CL21Col,CL21,Beta-Lactose,FBA error: 'cpd00007'
Ralstonia sp. UNC404CL21Col,CL21,Butanol,FBA error: 'cpd00007'
Ralstonia sp. UNC404CL21Col,CL21,Citric Acid,FBA error: 'cpd00007'
Ralstonia sp. UNC404CL21Col,CL21,Cytidine,FBA error: 'cpd00007'
